age;FEV1_males_Mspline;FEV1_males_Sspline;FEV1_males_Lspline;FVC_males_MSpline;FVC_males_Sspline;FVC_males_Lspline;FEV1FVC_males_MSpline;FEV1FVC_males_Sspline;FEV1FVC_males_Lspline;FEV1_females_Mspline;FEV1_females_Sspline;FEV1_females_Lspline;FVC_females_Mspline;FVC_females_Sspline;FVC_females_Lspline;FEV1FVC_females_Mspline;FEV1FVC_females_Sspline;FEV1FVC_females_Lspline
3.0;-0.119775593865382;0.1843073616847;0;-0.0569425651152553;0.14945589347473;0;-0.0349395382224532;0.0175512398712501;0;-0.209550778338871;0.313300389258798;0;-0.136355500456585;0.268665389517933;0;-0.061331402099551;0.0805262365196371;0
3.25;-0.1139554544184;0.17116098058633;0;-0.0542627734181131;0.13859377775371;0;-0.0339256173166178;0.0221529002850649;0;-0.20066643442587;0.288280447600258;0;-0.130340375217026;0.247291282377743;0;-0.0586948002975073;0.077631526757501;0
3.5;-0.108403307519874;0.158994969122666;0;-0.05174670348174;0.128543839931395;0;-0.0330647067082194;0.0263779442646044;0;-0.192467480076727;0.265145552138196;0;-0.124785630841989;0.227528530815474;0;-0.056294710465958;0.0749307349213741;0
3.75;-0.103089676234827;0.147679297290021;0;-0.0493937719666455;0.119199603833592;0;-0.0323747789489248;0.0302250157363901;0;-0.184888211855235;0.243660410634888;0;-0.119643488689531;0.209176949961652;0;-0.0541363530130685;0.0723813027001379;0
4.0;-0.0980349021975346;0.137110565700925;0;-0.0472176130536237;0.11047653809301;0;-0.0318653470914073;0.0336651181699734;0;-0.177913212908575;0.223661207790271;0;-0.114895726881821;0.1920976463246;0;-0.0522382312422066;0.0699457042251721;0
4.25;-0.0934008373111599;0.127211229311861;0;-0.0452841068409668;0.102312293485199;0;-0.031538989915971;0.0366507897341402;0;-0.171527454171208;0.205011665722816;0;-0.11052612629811;0.176174950364565;0;-0.050617498604458;0.0675897263245546;0
4.5;-0.0893237419790456;0.117916644462418;0;-0.0436467061205725;0.0946547758175889;0;-0.0313799075681958;0.0391356858767455;0;-0.165697532668247;0.187599579045413;0;-0.106513198561553;0.161313729071226;0;-0.0492826721218546;0.0652832879870546;0
4.75;-0.0858706329859622;0.109172031397782;0;-0.0423340310430618;0.0874593848697671;0;-0.0313720239589279;0.0411080463365008;0;-0.160365599286685;0.171342117402967;0;-0.102829501905452;0.147444278135016;0;-0.0482192052912827;0.0630054181611461;0
5.0;-0.0830177796470544;0.100933824779796;0;-0.041350200039151;0.0806900616364632;0;-0.0314923210979947;0.0425963218510028;0;-0.155478633948665;0.156163622026543;0;-0.0994491080799076;0.134502704160393;0;-0.0473774806341608;0.0607456874160568;0
5.25;-0.0807253623406794;0.0931638531266676;0;-0.040690619607334;0.0743150060469682;0;-0.031687495587411;0.0436620552867879;0;-0.150984712910118;0.141994265504649;0;-0.0963456933211493;0.122430067392328;0;-0.0466881891206206;0.0584969744084018;0
5.5;-0.0789541474518316;0.0858276468014809;0;-0.0403463543131668;0.0683054171464224;0;-0.0318923786708425;0.0443815053841878;0;-0.146786642641022;0.128779428989025;0;-0.0934728676851027;0.111182404281779;0;-0.0460766100179499;0.0562597900870454;0
5.75;-0.077625596286536;0.0788945262031109;0;-0.0402870427096236;0.0626353078244173;0;-0.032050965200906;0.0448144463615106;0;-0.142781891216723;0.116471401424388;0;-0.0907816999023012;0.100721949319906;0;-0.0454655077592977;0.0540394376888536;0
6.0;-0.0766296825980533;0.0723371534871253;0;-0.04046539698545;0.0572812043527522;0;-0.0321173656266859;0.0450127295446885;0;-0.138890127290006;0.105023469004293;0;-0.0882327962083558;0.0910109188241641;0;-0.0447843544751493;0.051845822960213;0
