age;FEV1_males_Lspline;FEV1_males_Mspline;FEV1_males_Sspline;FVC_males_Lspline;FVC_males_Mspline;FVC_males_Sspline;FEV1FVC_males_Lspline;FEV1FVC_males_Mspline;FEV1FVC_males_Sspline;FEF25_75_males_Mspline;FEF25_75_males_Sspline;FEF25_75_males_Lspline;FEF75_males_Lspline;FEF75_males_Mspline;FEF75_males_Sspline;FEV1_females_Lspline;FEV1_females_Mspline;FEV1_females_Sspline;FVC_females_Lspline;FVC_females_Mspline;FVC_females_Sspline;FEV1FVC_females_Lspline;FEV1FVC_females_Mspline;FEV1FVC_females_Sspline;FEF25_75_females_Mspline;FEF25_75_females_Sspline;FEF25_75_females_Lspline;FEF75_females_Lspline;FEF75_females_Mspline;FEF75_females_Sspline
21.75;0;0.2078658171;-0.0980585605;0;0.1695885577;-0.080370507;-0.0899842799;0.03821809;0.0186183923;0.218159213;-0.09566715;0;0;0.303865443;-0.0973404491;0;0.1835078547;-0.0683845959;0;0.145945196;-0.04347859;0;0.0355261196;-0.0093749963;0.173670816;-0.1073279593;0;0.07325078;0.3124041858;0.33447274
22;0;0.2071456302;-0.0980140546;0;0.1692321399;-0.0807395103;-0.0826342895;0.03772019;0.0171001366;0.21780743;-0.09618056;0;0;0.301810834;-0.09775322;0;0.183179284;-0.069147319;0;0.1460390968;-0.04421395;0;0.0350036362;-0.0089699913;0.174695289;-0.1089303817;0;0.07310888;0.3125536629;0.3575153
22.25;0;0.2062909019;-0.0977173125;0;0.1687403505;-0.0810676962;-0.0752847732;0.03721659;0.015495081;0.217283876;-0.09664468;0;0;0.299546603;-0.0981039321;0;0.1827884579;-0.0699054124;0;0.1460781185;-0.04497826;0;0.0344783432;-0.0086060885;0.17560612;-0.1104470936;0;0.07292761;0.312482654;0.38036365
22.5;0;0.205303726;-0.0971927431;0;0.1681214457;-0.08135544;-0.0679432124;0.03670728;0.0138053895;0.216608913;-0.09706112;0;0;0.297081483;-0.0983942725;0;0.1823358707;-0.07065969;0;0.1460624602;-0.04577126;0;0.0339522916;-0.008285607;0.176410611;-0.1118805056;0;0.07270776;0.3122135626;0.40302154
22.75;0;0.2041899336;-0.0964635661;0;0.1673852503;-0.081603239;-0.0606167608;0.03619256;0.0120326746;0.215797941;-0.0974313;0;0;0.294429007;-0.0986259287;0;0.1818224287;-0.0714101967;0;0.1459927318;-0.04659166;0;0.0334271884;-0.008009912;0.177115369;-0.1132330579;0;0.07245016;0.3117682706;0.42549268
23;0;0.2029590925;-0.0955504568;0;0.1665432536;-0.0818113887;-0.0533124676;0.03567311;0.0101790266;0.214863069;-0.09775645;0;0;0.291606239;-0.0988005565;0;0.1812498159;-0.0721568873;0;0.1458701852;-0.0474379;0;0.0329046589;-0.0077798046;0.177726463;-0.1145071742;0;0.07215562;0.311168478;0.44778067
23.25;0;0.2016215881;-0.0944744296;0;0.1656067729;-0.0819804286;-0.0460366239;0.03514942;0.0082461504;0.213815694;-0.09803778;0;0;0.288632676;-0.0989197198;0;0.1806213268;-0.0728998623;0;0.1456976427;-0.04830857;0;0.0323859064;-0.0075961976;0.178249644;-0.1157051873;0;0.07182502;0.3104361807;0.46988894
23.5;0;0.2001842497;-0.0932623236;0;0.1645846833;-0.0821124195;-0.0387942404;0.03462082;0.0062343126;0.212666586;-0.09827646;0;0;0.285522415;-0.0989847448;0;0.1799436705;-0.0736394366;0;0.145480931;-0.04920294;0;0.0318713879;-0.0074610471;0.178690371;-0.1168293423;0;0.07145972;0.3095875666;0.49182078
23.75;0;0.1986543862;-0.0919395534;0;0.1634849843;-0.0822095691;-0.0315903174;0.03408707;0.0041447392;0.211425923;-0.09847359;0;0;0.282291515;-0.0989968462;0;0.1792249036;-0.0743757996;0;0.1452268972;-0.0501202;0;0.0313614053;-0.0073760129;0.179053825;-0.1178818003;0;0.07106138;0.3086369888;0.51357945
24;0;0.197041923;-0.0905287643;0;0.1623156806;-0.0822735747;-0.024430252;0.03354901;0.0019807048;0.210103325;-0.09863028;0;0;0.278962177;-0.0989572183;0;0.1784736511;-0.0751090059;0;0.1449428446;-0.05105923;0;0.0308562988;-0.0073420375;0.179344926;-0.1188646425;0;0.07063163;0.3075999628;0.53516809
24.25;0;0.1953572843;-0.0890515989;0;0.161084944;-0.0823058379;-0.0173191542;0.03300785;-0.0002537345;0.208707886;-0.09874756;0;0;0.275556047;-0.0988670287;0;0.1776982144;-0.0758390205;0;0.1446357939;-0.0520188;0;0.0303562754;-0.0073599701;0.179568349;-0.1197798742;0;0.07017215;0.3064899276;0.55658974
24.5;0;0.1936071283;-0.0875272979;0;0.1597995884;-0.082307567;-0.01026158;0.03246418;-0.0025551158;0.207248204;-0.09882645;0;0;0.272083064;-0.098727391;0;0.176904609;-0.0765655649;0;0.1443109592;-0.05299765;0;0.0298611607;-0.0074305927;0.17972853;-0.1206294275;0;0.06968486;0.3053163854;0.57784732
24.75;0;0.1917982515;-0.0859730448;0;0.1584665162;-0.0822797604;-0.0032620441;0.03191859;-0.0049203508;0.205732409;-0.09886793;0;0;0.268550865;-0.0985394383;0;0.1760986667;-0.0772883454;0;0.1439730567;-0.05399465;0;0.0293710709;-0.0075541932;0.17982969;-0.1214151654;0;0.06917164;0.3040889616;0.59894362
25;0;0.189938684;-0.0844055947;0;0.157092735;-0.0822234197;0.0036749864;0.03137202;-0.0073462075;0.204168191;-0.09887295;0;0;0.264970818;-0.0983042365;0;0.1752865392;-0.0780069152;0;0.1436267241;-0.05500812;0;0.0288863528;-0.0077307414;0.179875837;-0.1221388843;0;0.06863434;0.3028185823;0.61988131
25.25;0;0.1880364117;-0.0828406231;0;0.1556845422;-0.0821396304;0.0105448466;0.03082569;-0.009828822;0.20256282;-0.09884243;0;0;0.261355415;-0.0980227246;0;0.174473347;-0.0787208964;0;0.1432755159;-0.05603642;0;0.02840763;-0.007959923;0.179870784;-0.1228023173;0;0.06807481;0.3015163573;0.640663
25.5;0;0.1860981169;-0.0812922752;0;0.1542467294;-0.0820300149;0.0173416579;0.03028089;-0.0123615406;0.200923175;-0.09877725;0;0;0.257717934;-0.0976954544;0;0.1736627496;-0.0794300395;0;0.1429215558;-0.05707827;0;0.0279357652;-0.0082408919;0.179818155;-0.1234071368;0;0.06749496;0.3001897619;0.6612913
25.75;0;0.1841290453;-0.0797733959;0;0.1527825091;-0.0818964205;0.0240594983;0.02973897;-0.0149365382;0.199255761;-0.09867828;0;0;0.254072182;-0.0973228146;0;0.1728579895;-0.0801342563;0;0.1425663616;-0.0581326;0;0.0274718848;-0.0085727011;0.179721396;-0.1239549573;0;0.06689664;0.2988480906;0.68176879
26;0;0.1821324805;-0.0782941738;0;0.1512934481;-0.081740478;0.0306929862;0.02920123;-0.0175457673;0.19756673;-0.09854634;0;0;0.250429675;-0.0969052166;0;0.1720620703;-0.0808335603;0;0.142211366;-0.0591984;0;0.0270169755;-0.0089544597;0.179583787;-0.1244473376;0;0.06628153;0.297501523;0.70209791
26.25;0;0.1801115427;-0.0768624922;0;0.149780572;-0.0815636081;0.0372367751;0.02866906;-0.0201812663;0.195861903;-0.09838226;0;0;0.246802788;-0.0964431108;0;0.1712764896;-0.0815279533;0;0.1418571078;-0.06027474;0;0.0265717416;-0.0093851266;0.179408449;-0.1248857835;0;0.06565131;0.2961570128;0.72228109
26.5;0;0.1780683204;-0.0754871619;0;0.148244176;-0.0813674298;0.0436855694;0.0281437;-0.0228354692;0.194146785;-0.0981868;0;0;0.243204095;-0.0959369825;0;0.1704981245;-0.0822169964;0;0.1415007536;-0.06135977;0;0.026136512;-0.0098631502;0.179198348;-0.1252717498;0;0.06500805;0.2948123706;0.74232081
26.75;0;0.1760061524;-0.0741754185;0;0.1466856513;-0.0811535077;0.0500347563;0.02762617;-0.0255012153;0.192426585;-0.09796074;0;0;0.23964572;-0.0953873325;0;0.1697240747;-0.0829000752;0;0.1411395642;-0.06245131;0;0.0257115471;-0.0103869629;0.178956312;-0.1256066427;0;0.0643539;0.2934639956;0.76221957
27;0;0.1739285226;-0.0729294892;0;0.1451068833;-0.080922953;0.0562804942;0.0271171;-0.0281713607;0.190706167;-0.09770479;0;0;0.236138642;-0.0947946496;0;0.1689525005;-0.0835765968;0;0.1407715964;-0.06354733;0;0.0252970423;-0.0109551253;0.178684996;-0.125891811;0;0.06369088;0.2921090269;0.78197974
27.25;0;0.1718404663;-0.0717494269;0;0.1435118121;-0.0806765372;0.062419456;0.02661684;-0.0308385332;0.188988449;-0.09741953;0;0;0.232692267;-0.0941594002;0;0.1681812751;-0.0842460958;0;0.1403951351;-0.06464632;0;0.0248928492;-0.0115661754;0.178385951;-0.1261282605;0;0.06302082;0.2907442979;0.80160368
27.5;0;0.1697489148;-0.0706348801;0;0.1419058194;-0.0804151149;0.0684487839;0.02612573;-0.0334955626;0.187274306;-0.09710535;0;0;0.229311859;-0.0934821136;0;0.1674065641;-0.0849080462;0;0.1400083857;-0.06574757;0;0.0244981261;-0.0122178899;0.178059575;-0.1263166372;0;0.06234536;0.2893650349;0.82109378
27.75;0;0.1676602961;-0.0695844709;0;0.1402941555;-0.080139479;0.0743659766;0.02564389;-0.0361354084;0.185564469;-0.09676264;0;0;0.226000474;-0.0927633433;0;0.1666248563;-0.0855618316;0;0.1396100463;-0.06685035;0;0.0241119171;-0.0129077886;0.177706201;-0.1264575625;0;0.06166593;0.2879666238;0.84045239
28;0;0.1655809617;-0.0685957509;0;0.1386819644;-0.0798502909;0.0801684336;0.0251714;-0.0387513996;0.183859626;-0.09639177;0;0;0.22276102;-0.0920036915;0;0.1658335981;-0.0862067807;0;0.1391997604;-0.06795377;0;0.023733111;-0.0136334092;0.17732616;-0.1265516513;0;0.06098379;0.2865462354;0.85968179
28.25;0;0.1635162586;-0.0676660511;0;0.1370732256;-0.0795480726;0.085853555;0.02470849;-0.041337518;0.18216043;-0.09599312;0;0;0.219595961;-0.0912038074;0;0.1650313816;-0.0868420096;0;0.1387778252;-0.06905662;0;0.0233606722;-0.0143922849;0.176919781;-0.1265995119;0;0.06030009;0.2851032365;0.8787842
28.5;0;0.1614670301;-0.0667922241;0;0.1354680495;-0.079233251;0.0914189255;0.02425519;-0.0438902222;0.180467495;-0.09556706;0;0;0.216503204;-0.0903644505;0;0.1642167568;-0.0874663881;0;0.1383440596;-0.07015758;0;0.0229935662;-0.0151820799;0.176487389;-0.1266017459;0;0.05961589;0.2836352645;0.89776174
28.75;0;0.1594332149;-0.0659713285;0;0.1338660168;-0.0789061923;0.0968623585;0.02381136;-0.0464068416;0.178781405;-0.09511396;0;0;0.213479215;-0.089486409;0;0.1633886046;-0.0880787526;0;0.1378984234;-0.07125543;0;0.0226306829;-0.0160005846;0.176029309;-0.1265589484;0;0.05893217;0.2821400862;0.91661645
29;0;0.1574146902;-0.0651994039;0;0.1322668672;-0.0785670267;0.1021817246;0.02337699;-0.0488843872;0.177102707;-0.09463418;0;0;0.21052067;-0.0885704534;0;0.1625464309;-0.0886779965;0;0.1374412928;-0.07234905;0;0.0222709516;-0.0168456898;0.175545862;-0.1264717074;0;0.05824982;0.2806171481;0.93535028
29.25;0;0.1554110435;-0.0644713698;0;0.1306701504;-0.0782156806;0.1073746957;0.02295223;-0.0513192025;0.175431921;-0.09412807;0;0;0.207624614;-0.0876173642;0;0.1616899527;-0.0892631049;0;0.1369730377;-0.07343723;0;0.0219134851;-0.0177153528;0.175037364;-0.126340604;0;0.05756963;0.2790672576;0.95396514
29.5;0;0.1534194527;-0.063782847;0;0.1290735679;-0.0778520391;0.1124390004;0.02253724;-0.0537073641;0.173769536;-0.093596;0;0;0.204787407;-0.0866279617;0;0.1608183926;-0.0898330174;0;0.1364928678;-0.07451861;0;0.0215575665;-0.0186083257;0.174504131;-0.1261662123;0;0.05689218;0.2774907911;0.97246285
29.75;0;0.1514377881;-0.0631296738;0;0.1274757765;-0.0774758413;0.1173726153;0.02213199;-0.0560451119;0.172116015;-0.0930383;0;0;0.202005826;-0.0856030744;0;0.1599314628;-0.0903866952;0;0.1360000247;-0.07559196;0;0.0212025638;-0.0195237434;0.173946474;-0.1259490995;0;0.05621793;0.2758893272;0.99084519
30;0;0.1494648728;-0.0625079453;0;0.1258762122;-0.0770867906;0.1221736366;0.02173641;-0.0583291486;0.170471793;-0.09245533;0;0;0.1992779;-0.0845435435;0;0.159029473;-0.0909232135;0;0.135494281;-0.07665611;0;0.0208478273;-0.0204607479;0.173364703;-0.1256898255;0;0.05554727;0.2742657765;1.00911388
30.25;0;0.1475002935;-0.0619139405;0;0.1242748095;-0.0766846002;0.1268404653;0.0213504;-0.0605567426;0.168837281;-0.09184743;0;0;0.19660205;-0.0834502036;0;0.1581129828;-0.0914416669;0;0.1349755046;-0.07770976;0;0.0204928833;-0.0214183581;0.172759121;-0.1253889435;0;0.05488048;0.2726234559;1.0272706
30.5;0;0.145544029;-0.0613452966;0;0.1226714637;-0.0762691944;0.1313719528;0.02097373;-0.0627269009;0.167212865;-0.09121492;0;0;0.193974848;-0.0823238454;0;0.1571814281;-0.0919410913;0;0.1344427023;-0.07875147;0;0.02013734;-0.0223954478;0.172130032;-0.1250469991;0;0.05421793;0.2709634006;1.045317
30.75;0;0.1435962352;-0.0608010281;0;0.121066252;-0.0758405436;0.1357669481;0.02060609;-0.0648391364;0.165598911;-0.09055815;0;0;0.191392993;-0.0811652586;0;0.1562338973;-0.0924205481;0;0.1338946201;-0.07977987;0;0.0197809375;-0.0233907985;0.171477734;-0.1246645314;0;0.05356008;0.2692866063;1.06325471
31;0;0.1416572501;-0.060280963;0;0.1194598446;-0.0753985553;0.1400242845;0.02024706;-0.0668930284;0.163995761;-0.08987743;0;0;0.18885311;-0.0799752448;0;0.1552696418;-0.0928791789;0;0.1333302558;-0.08079371;0;0.0194234029;-0.0244031173;0.170802523;-0.124242072;0;0.05290736;0.2675943691;1.08108529
31.25;0;0.1397274452;-0.0597859543;0;0.1178533383;-0.0749431363;0.1441428103;0.01989611;-0.0688882187;0.162403738;-0.08917309;0;0;0.18635189;-0.0787546015;0;0.1542875802;-0.0933161494;0;0.1327483987;-0.08179195;0;0.0190644323;-0.0254311225;0.170104689;-0.1237801456;0;0.05226018;0.2658877552;1.09881027
31.5;0;0.1378066345;-0.059317917;0;0.116248242;-0.074474116;0.1481216162;0.01955227;-0.0708249782;0.160823146;-0.08844545;0;0;0.183884534;-0.0775041511;0;0.1532853164;-0.0937304218;0;0.1321469268;-0.08277357;0;0.01870352;-0.0264737348;0.169384523;-0.1232792699;0;0.05161894;0.2641656647;1.11643116
31.75;0;0.1358942799;-0.0588791864;0;0.1146461487;-0.0739913006;0.1519600034;0.01921432;-0.072703762;0.159254269;-0.08769483;0;0;0.181446653;-0.0762247276;0;0.1522607003;-0.0941209324;0;0.1315240093;-0.08373752;0;0.0183401264;-0.0275298812;0.168642309;-0.1227399556;0;0.05098403;0.2624269282;1.13394943
32;0;0.1339903349;-0.0584720126;0;0.1130490031;-0.0734944786;0.1556573663;0.01888102;-0.0745252524;0.157697374;-0.08692153;0;0;0.179035216;-0.0749171545;0;0.1512117498;-0.094486702;0;0.1308780759;-0.08468284;0;0.0179737646;-0.0285984785;0.16787833;-0.1221627065;0;0.05035581;0.2606702511;1.15136649
32.25;0;0.1320953489;-0.0580981483;0;0.1114589384;-0.0729835035;0.1592131642;0.01855124;-0.0762902203;0.156152713;-0.08612585;0;0;0.176647776;-0.0735822584;0;0.1501367183;-0.0948268286;0;0.1302079014;-0.08560858;0;0.0176039882;-0.0296783667;0.167092862;-0.1215480193;0;0.04973461;0.2588931351;1.16868369
32.5;0;0.1302093369;-0.0577596719;0;0.1098766611;-0.0724584887;0.1626267506;0.0182242;-0.0780000671;0.154620445;-0.08530811;0;0;0.174282619;-0.0722209017;0;0.1490346902;-0.0951404387;0;0.1295126732;-0.08651381;0;0.0172306824;-0.0307681943;0.166286154;-0.1208963878;0;0.04912073;0.2570905255;1.1859023
32.75;0;0.1283319377;-0.0574593032;0;0.1083022472;-0.071919655;0.1658974049;0.01789926;-0.0796561927;0.153099225;-0.08446865;0;0;0.17193921;-0.0708339603;0;0.1479054447;-0.0954267084;0;0.1287919921;-0.0873976;0;0.0168538325;-0.0318666902;0.165457887;-0.1202083691;0;0.04851442;0.2552572942;1.20302357
33;0;0.1264626457;-0.0572000261;0;0.1067358048;-0.0713672762;0.169024495;0.0175758;-0.0812596204;0.151586404;-0.08360789;0;0;0.169617593;-0.0694223033;0;0.1467492541;-0.0956848529;0;0.12804587;-0.08825889;0;0.0164734826;-0.0329725948;0.164607253;-0.119484575;0;0.04791597;0.2533885183;1.22004871
33.25;0;0.1246003997;-0.0569848375;0;0.1051773309;-0.0708016572;0.1720074905;0.01725302;-0.0828110408;0.150079397;-0.08272623;0;0;0.167316922;-0.0679867452;0;0.1455662246;-0.0959141392;0;0.1272744038;-0.08909655;0;0.0160895756;-0.0340847264;0.163733471;-0.1187256068;0;0.04732557;0.2514796322;1.23697892
33.5;0;0.1227431651;-0.0568165289;0;0.1036267262;-0.0702229493;0.17484611;0.01692998;-0.0843105858;0.148575734;-0.08182404;0;0;0.165033791;-0.0665280041;0;0.1443555791;-0.0961140584;0;0.1264778116;-0.08990896;0;0.0157017442;-0.0352020849;0.162835802;-0.117932053;0;0.04674331;0.2495257252;1.25381537
33.75;0;0.1208889011;-0.0566969753;0;0.10208431;-0.0696312068;0.1775404025;0.01660552;-0.0857581908;0.147073051;-0.08090172;0;0;0.162763614;-0.0650467022;0;0.1431166281;-0.0962842371;0;0.1256565518;-0.09069452;0;0.015309575;-0.0363236871;0.161913552;-0.1171044903;0;0.04616925;0.2475224051;1.27055923
34;0;0.1190355393;-0.0566270901;0;0.1005506352;-0.0690264865;0.1800908135;0.01627831;-0.0871536414;0.145569089;-0.07995963;0;0;0.160501484;-0.0635433872;0;0.1418494365;-0.096424264;0;0.1248113733;-0.09145167;0;0.0149128258;-0.0374484127;0.160966065;-0.116243483;0;0.04560354;0.2454668267;1.28721167
34.25;0;0.1171810586;-0.0566058893;0;0.0990260684;-0.068408732;0.1824982398;0.01594722;-0.0884964606;0.144061688;-0.07899813;0;0;0.158242376;-0.0620185539;0;0.1405547461;-0.0965336245;0;0.123943311;-0.09217869;0;0.0145113746;-0.0385750609;0.159992725;-0.115349584;0;0.04504629;0.2433571688;1.30377386
34.5;0;0.1153232561;-0.0566305864;0;0.0975098587;-0.0677778467;0.1847640401;0.01561167;-0.089785778;0.142548784;-0.07801759;0;0;0.155981095;-0.0604726781;0;0.1392326003;-0.0966116411;0;0.1230524783;-0.09287334;0;0.0141055375;-0.0397020189;0.158992951;-0.1144233347;0;0.04449753;0.2411909338;1.32024693
34.75;0;0.1134601426;-0.056697295;0;0.0960012243;-0.0671336902;0.186889642;0.01527121;-0.0910202654;0.141028403;-0.07701835;0;0;0.153712865;-0.058906202;0;0.1378834771;-0.096657546;0;0.1221390863;-0.09353329;0;0.0136957399;-0.0408276147;0.157966198;-0.1134652657;0;0.04395719;0.2389664985;1.336632
35;0;0.1115898681;-0.0568020907;0;0.0944993178;-0.066476164;0.1888765361;0.01492547;-0.092198445;0.139498658;-0.07600074;0;0;0.15143397;-0.0573195471;0;0.1365080264;-0.0966705957;0;0.1212035641;-0.09415633;0;0.0132822783;-0.041950269;0.156911954;-0.1124758967;0;0.04342518;0.2366827385;1.35293014
35.25;0;0.1097107301;-0.0569410647;0;0.0930030414;-0.0658051193;0.1907261018;0.01457434;-0.093318914;0.137957747;-0.0749651;0;0;0.149141708;-0.0557131383;0;0.1351069784;-0.0966500557;0;0.1202464001;-0.09474025;0;0.012865424;-0.0430684229;0.155829738;-0.1114557367;0;0.04290137;0.2343390887;1.36914241
35.5;0;0.1078210129;-0.0571087989;0;0.0915105535;-0.0651202659;0.192439778;0.01421807;-0.0943805312;0.136403946;-0.07391176;0;0;0.146833922;-0.0540874405;0;0.1336804716;-0.0965950558;0;0.1192670242;-0.09528289;0;0.0124456496;-0.0441805097;0.154719101;-0.1104052847;0;0.04238557;0.2319356219;1.38526984
35.75;0;0.1059195621;-0.0572994843;0;0.0900202991;-0.0644213021;0.1940191314;0.01385693;-0.0953822263;0.13483561;-0.07284103;0;0;0.144508944;-0.0524429085;0;0.1322283069;-0.0965047739;0;0.1182645257;-0.09578227;0;0.012023402;-0.0452850532;0.153579622;-0.1093250296;0;0.04187757;0.2294725613;1.40131345
36;0;0.1040063042;-0.057506861;0;0.0885315082;-0.063707893;0.1954656995;0.01349116;-0.0963230056;0.133251166;-0.07175322;0;0;0.142166266;-0.0507799714;0;0.1307501791;-0.0963784902;0;0.1172380645;-0.09623658;0;0.0115990503;-0.0463805683;0.152410907;-0.1082154508;0;0.04137716;0.2269500468;1.41727419
36.25;0;0.1020814324;-0.0577247486;0;0.087043399;-0.0629796847;0.1967810325;0.01312107;-0.0972021476;0.131649112;-0.07064864;0;0;0.139805322;-0.0490990558;0;0.1292460041;-0.0962155994;0;0.1161870748;-0.09664421;0;0.0111729691;-0.0474655187;0.151212588;-0.1070770179;0;0.04088411;0.2243680468;1.43315301
36.5;0;0.1001452384;-0.0579475931;0;0.0855543804;-0.0622363847;0.1979668292;0.01274735;-0.0980191661;0.130028015;-0.06952758;0;0;0.137424858;-0.04740061;0;0.1277164323;-0.0960155996;0;0.1151117221;-0.09700374;0;0.0107455234;-0.0485384109;0.149984325;-0.1059101913;0;0.04039808;0.2217259348;1.44895081
36.75;0;0.0981982219;-0.0581704168;0;0.0840628828;-0.0614777131;0.1990247908;0.01237076;-0.0987736088;0.128386504;-0.06839034;0;0;0.13502315;-0.0456850876;0;0.1261622293;-0.0957780262;0;0.1140124279;-0.09731379;0;0.0103170155;-0.049597772;0.148725799;-0.1047154226;0;0.0399187;0.219023421;1.46466846
37;0;0.0962413352;-0.0583879237;0;0.0825678893;-0.0607033387;0.199956634;0.01199196;-0.0994648751;0.126723272;-0.0672372;0;0;0.132598182;-0.0439529172;0;0.1245841063;-0.0955024523;0;0.1128895888;-0.09757312;0;0.0098877554;-0.0506421132;0.147436715;-0.1034931542;0;0.0394456;0.2162608863;1.48030682
37.25;0;0.094275468;-0.0585953027;0;0.0810685764;-0.0599129501;0.2007642151;0.01161155;-0.1000925429;0.125037072;-0.06606844;0;0;0.130148484;-0.042204512;0;0.1229828717;-0.095188545;0;0.1117436429;-0.09778075;0;0.0094581317;-0.0516698884;0.1461168;-0.1022438203;0;0.03897845;0.2134398111;1.49586673
37.5;0;0.0923007946;-0.05878969;0;0.0795640573;-0.059106386;0.2014497225;0.01122989;-0.1006566978;0.123326714;-0.06488433;0;0;0.12767271;-0.0404402876;0;0.1213594706;-0.0948362085;0;0.1105750505;-0.09793595;0;0.0090288037;-0.052679372;0.144765802;-0.1009678464;0;0.03851682;0.2105634226;1.511349
37.75;0;0.0903174939;-0.0589687349;0;0.0780536975;-0.0582834774;0.2020154536;0.01084727;-0.1011574277;0.121591062;-0.06368514;0;0;0.125169594;-0.0386606539;0;0.1197147563;-0.094445415;0;0.1093842841;-0.09803809;0;0.0086004113;-0.0536688593;0.143383488;-0.09966565;0;0.0380603;0.2076355631;1.52675442
38;0;0.0883261182;-0.0591302235;0;0.0765373034;-0.0574440144;0.202463663;0.0104639;-0.1015949248;0.119829034;-0.06247114;0;0;0.122638151;-0.0368660229;0;0.1180493758;-0.094016123;0;0.1081718338;-0.09808658;0;0.008173432;-0.0546366455;0.141969646;-0.0983376404;0;0.03760845;0.2046596641;1.54208377
38.25;0;0.0863268674;-0.0592723325;0;0.0750145616;-0.0565878376;0.2027965998;0.01007992;-0.1019695356;0.118039598;-0.06124257;0;0;0.120077243;-0.0350568139;0;0.1163636094;-0.0935483218;0;0.1069379971;-0.09808092;0;0.007748268;-0.0555809853;0.14052408;-0.0969842194;0;0.03716084;0.2016380114;1.55733783
38.5;0;0.0843194871;-0.0593939347;0;0.0734848443;-0.0557148512;0.2030165914;0.009695547;-0.1022816625;0.11622177;-0.05999969;0;0;0.117485474;-0.0332334601;0;0.1146575632;-0.0930421791;0;0.1056826474;-0.09802092;0;0.0073255617;-0.0565000918;0.139046613;-0.095605781;0;0.03671706;0.1985717105;1.57251738
38.75;0;0.0823039301;-0.0594939599;0;0.071947643;-0.0548249718;0.2031258011;0.009311091;-0.1025315943;0.114374614;-0.05874276;0;0;0.114861554;-0.0313963963;0;0.1129315326;-0.0924978871;0;0.1044056879;-0.09790649;0;0.0069059912;-0.0573922706;0.137537084;-0.0942027116;0;0.03627668;0.1954621573;1.58762319
39;0;0.0802801547;-0.0595716092;0;0.0704024785;-0.0539181361;0.20312619;0.00892685;-0.1027195465;0.112497239;-0.05747199;0;0;0.112204258;-0.0295460406;0;0.111186041;-0.0919156437;0;0.1031073091;-0.0977376;0;0.0064901053;-0.0582559205;0.135995347;-0.0927753907;0;0.03583929;0.1923112232;1.60265599
39.25;0;0.0782480014;-0.0596262885;0;0.0688487849;-0.0529943067;0.2030196851;0.008543088;-0.10284581;0.110588954;-0.05618762;0;0;0.109512478;-0.0276827988;0;0.1094217181;-0.0912956742;0;0.1017877975;-0.09751433;0;0.0060783593;-0.0590895827;0.134421259;-0.0913242513;0;0.0354045;0.1891204048;1.61761652
39.5;0;0.076207177;-0.0596576547;0;0.0672858085;-0.0520534633;0.2028083134;0.008160107;-0.1029108582;0.108649523;-0.05488974;0;0;0.10678488;-0.0258070615;0;0.1076390493;-0.0906382092;0;0.1004469121;-0.097237;0;0.0056713129;-0.0598919928;0.132814656;-0.0898498766;0;0.03497199;0.1858891206;1.63250547
39.75;0;0.0741573402;-0.0596655958;0;0.0657127844;-0.0510956054;0.2024941102;0.007778194;-0.1029152591;0.106678796;-0.05357846;0;0;0.104020206;-0.0239192202;0;0.1058385393;-0.0899435001;0;0.0990843381;-0.09690598;0;0.0052695789;-0.0606619114;0.131175384;-0.0883528608;0;0.03454139;0.1826165922;1.64732353
40;0;0.072098326;-0.0596499962;0;0.0641290743;-0.0501207407;0.2020790792;0.007397653;-0.1028595497;0.104676638;-0.05225389;0;0;0.101217649;-0.0220196616;0;0.1040208072;-0.0892118205;0;0.0976999409;-0.09652174;0;0.0048736738;-0.06139818;0.129503303;-0.0868337822;0;0.0341124;0.1793020722;1.66207137
40.25;0;0.0700301616;-0.0596107389;0;0.0625341335;-0.0491289081;0.2015655599;0.007018832;-0.1027441268;0.102642926;-0.05091614;0;0;0.098377067;-0.0201087768;0;0.102186369;-0.0884434377;0;0.096293603;-0.0960848;0;0.0044840156;-0.0620995952;0.127798289;-0.0852932044;0;0.03368471;0.1759445026;1.67674966
40.5;0;0.0679529671;-0.0595472594;0;0.0609273307;-0.0481201719;0.2009568729;0.006642202;-0.1025692581;0.100577552;-0.0495653;0;0;0.095498465;-0.0181869787;0;0.1003354125;-0.0876385563;0;0.0948648265;-0.09559589;0;0.004101046;-0.0627647453;0.126060231;-0.0837316763;0;0.03325806;0.1725424841;1.69135908
40.75;0;0.0658675804;-0.0594578278;0;0.0593085074;-0.0470945213;0.2002564071;0.006268256;-0.1023351359;0.098480421;-0.04820147;0;0;0.092582225;-0.0162546642;0;0.0984683325;-0.0867973574;0;0.093413429;-0.09505563;0;0.0037251101;-0.0633921571;0.124289032;-0.0821497325;0;0.03283219;0.1690946168;1.70590031
41;0;0.0637753175;-0.0593401765;0;0.0576779429;-0.0460518829;0.1994674466;0.005897462;-0.1020418351;0.096351449;-0.04682477;0;0;0.08962945;-0.0143122113;0;0.0965858154;-0.0859200378;0;0.0919395885;-0.09446462;0;0.0033564704;-0.0639803957;0.122484607;-0.0805478941;0;0.03240682;0.1655997578;1.720374
